customer_id,age,gender,city,signup_days_ago,total_spend,avg_order_value,purchase_frequency,time_since_last_purchase,most_frequent_category,customer_support_calls,discount_usage_rate,device_type,preferred_purchase_time,email_open_rate,app_opens_last_30d,engagement_score
CUST_02115,31,Male,Charlotte,975,399.54,76.71,2.64,136,Electronics,4,0.39,Tablet,Evening,0.96,8,54.31
CUST_02116,28,Other,Los Angeles,1054,483.33,83.18,2.67,171,Sports,1,0.4,Mobile,Morning,0.62,12,42.75
CUST_02117,35,Female,San Antonio,1097,798.34,81.62,0.82,138,Electronics,0,0.08,Tablet,Afternoon,0.91,12,61.98
CUST_02118,29,Male,Fort Worth,123,595.59,92.53,1.53,130,Home,0,0.35,Desktop,Evening,0.68,15,52.86
CUST_02119,40,Other,San Antonio,957,100.73,75.6,2.32,4,Electronics,2,0.14,Mobile,Evening,0.48,10,49.07
CUST_02120,29,Female,San Antonio,1001,265.23,49.43,1.63,159,Electronics,0,0.62,Tablet,Afternoon,0.64,2,16.41
CUST_02121,30,Male,New York,987,382.98,84.47,1.04,149,Electronics,1,0.14,Tablet,Morning,0.56,13,28.34
CUST_02122,42,Female,San Diego,1252,222.92,36.61,2.96,53,Beauty,2,0.03,Desktop,Evening,0.72,8,55.81
CUST_02123,62,Male,Los Angeles,338,96.86,96.42,1.36,177,Sports,2,0.32,Desktop,Afternoon,0.53,8,32.53
CUST_02124,68,Other,Charlotte,991,666.12,104.31,1.97,106,Clothing,1,0.27,Mobile,Morning,0.98,11,41.94
CUST_02125,36,Other,Charlotte,273,110.85,62.86,4.24,25,Sports,2,0.31,Mobile,Morning,0.88,16,69.73
CUST_02126,63,Female,Phoenix,1782,150.88,62.02,3.03,66,Home,0,0.17,Tablet,Afternoon,0.8,18,69.14
CUST_02127,53,Female,Los Angeles,1461,168.8,26.19,2.05,168,Clothing,1,0.13,Tablet,Evening,0.66,11,45.86
CUST_02128,62,Male,Fort Worth,902,88.24,73.65,2.4,126,Beauty,0,0.18,Mobile,Afternoon,0.62,12,50.95
CUST_02129,25,Other,Phoenix,39,947.07,84.58,2.29,121,Clothing,0,0.03,Tablet,Afternoon,0.91,9,56.44
CUST_02130,46,Male,San Antonio,682,471.6,83.31,0.55,135,Clothing,0,0.46,Desktop,Morning,0.91,17,42.29
CUST_02131,49,Other,Philadelphia,426,900.14,81.73,2.34,23,Clothing,2,0.43,Desktop,Evening,0.55,13,57.7
CUST_02132,68,Female,Fort Worth,315,340.34,68.39,3.14,12,Electronics,0,0.37,Desktop,Evening,0.72,11,68.18
CUST_02133,61,Male,Charlotte,614,366.53,97.77,1.92,74,Home,3,0.38,Tablet,Morning,0.56,11,33.26
CUST_02134,35,Male,Jacksonville,1533,478.74,50.84,2.75,108,Beauty,3,0.42,Tablet,Afternoon,0.68,7,31.91
CUST_02135,23,Other,Phoenix,755,231.75,51.47,2.52,141,Home,1,0.33,Tablet,Evening,0.45,12,28.16
CUST_02136,35,Other,Houston,157,343.17,41.27,2.65,45,Electronics,1,0.46,Mobile,Evening,0.7,10,42.14
CUST_02137,36,Other,San Diego,872,395.84,58.58,0.95,4,Beauty,1,0.44,Tablet,Evening,0.67,9,39.79
CUST_02138,39,Female,Austin,777,1534.61,46.38,2.41,140,Electronics,0,0.15,Desktop,Afternoon,0.58,13,56.43
CUST_02139,54,Male,Columbus,257,1072.4,17.78,3.72,151,Beauty,2,0.4,Tablet,Evening,0.75,13,54.34
CUST_02140,49,Other,San Diego,855,69.2,56.95,1.98,143,Beauty,1,0.34,Mobile,Afternoon,0.83,7,46.37
CUST_02141,58,Female,New York,635,21.08,95.29,1.74,28,Sports,0,0.06,Tablet,Afternoon,0.69,8,60.5
CUST_02142,20,Other,San Jose,456,570.24,82.24,2.83,18,Electronics,2,0.51,Desktop,Evening,0.93,11,69.33
CUST_02143,45,Male,Los Angeles,47,25.23,90.72,2.93,80,Home,2,0.16,Desktop,Morning,0.78,10,39.47
CUST_02144,27,Other,Chicago,1356,31.12,88.2,3.22,175,Electronics,0,0.73,Desktop,Evening,0.74,10,23.37
CUST_02145,68,Male,Fort Worth,10,86.74,66.92,1.89,31,Electronics,0,0.06,Desktop,Afternoon,0.14,4,33.52
CUST_02146,52,Female,New York,144,216.71,69.29,2.54,45,Electronics,0,0.36,Mobile,Afternoon,0.83,6,42.65
CUST_02147,46,Female,Austin,1455,285.46,57.05,3.94,80,Sports,0,0.24,Desktop,Morning,0.66,14,68.18
CUST_02148,32,Other,Chicago,1176,366.34,81.19,1.19,70,Sports,0,0.19,Tablet,Afternoon,0.99,11,27.36
CUST_02149,50,Male,San Jose,487,2432.5,146.47,0.62,68,Sports,1,0.27,Tablet,Evening,0.8,15,76.23
CUST_02150,24,Male,Jacksonville,1160,243.26,42.41,2.79,122,Sports,0,0.23,Mobile,Evening,0.78,8,43.7
CUST_02151,29,Male,San Diego,1611,139.03,99.94,2.43,160,Electronics,0,0.39,Desktop,Afternoon,0.53,6,26.44
CUST_02152,66,Other,Houston,1050,428.13,61.67,1.59,22,Home,3,0.39,Tablet,Afternoon,0.3,18,55.07
CUST_02153,47,Male,Fort Worth,1031,121.13,111.34,1.35,122,Clothing,1,0.21,Tablet,Morning,0.8,6,50.71
CUST_02154,38,Male,Fort Worth,591,1411.25,84.2,1.92,97,Electronics,2,0.12,Desktop,Morning,0.82,17,49.91
CUST_02155,48,Male,San Antonio,1039,150.05,60.66,3.01,131,Home,0,0.12,Desktop,Afternoon,0.5,15,59.28
CUST_02156,41,Male,San Antonio,1456,2299.3,69.1,2.95,129,Clothing,0,0.08,Desktop,Evening,0.87,9,65.77
CUST_02157,37,Other,Austin,899,271.22,92.92,2.22,92,Clothing,0,0.33,Desktop,Evening,0.9,5,43.28
CUST_02158,54,Other,Phoenix,1424,837.48,117.24,1.52,72,Sports,0,0.45,Desktop,Morning,0.49,8,53.34
CUST_02159,21,Male,Jacksonville,207,522.46,95.16,-0.51,27,Clothing,3,0.47,Tablet,Evening,0.95,10,57.4
CUST_02160,45,Male,New York,1625,1355.23,63.89,2.45,160,Home,0,0.05,Desktop,Morning,0.81,9,39.89
CUST_02161,61,Female,San Jose,1633,490.98,87.19,2.67,22,Sports,1,0.48,Desktop,Morning,0.68,11,55.39
CUST_02162,37,Female,Houston,910,435.2,114.93,1.86,83,Electronics,0,0.05,Tablet,Morning,0.53,2,33.85
CUST_02163,41,Male,San Antonio,1240,529,86.62,4.33,118,Electronics,0,0.24,Desktop,Evening,0.83,9,41.79
CUST_02164,67,Male,Columbus,1526,771.98,71.77,1.26,30,Sports,1,0.11,Tablet,Afternoon,0.6,7,50.06
CUST_02165,66,Female,Phoenix,1483,1145.53,39.66,3.48,47,Sports,4,0.37,Mobile,Afternoon,0.77,9,35.98
CUST_02166,68,Female,Los Angeles,259,155.18,105.74,2.76,45,Clothing,2,0.42,Mobile,Afternoon,0.93,10,41.64
CUST_02167,49,Male,Columbus,1353,112.13,71.77,1.82,126,Clothing,0,0.08,Mobile,Afternoon,0.95,13,55.06
CUST_02168,58,Other,San Diego,454,17.48,57.3,0.4,44,Home,2,0.4,Mobile,Evening,0.96,9,46.85
CUST_02169,53,Other,Los Angeles,799,231.08,93.31,3.39,94,Sports,1,0.36,Desktop,Evening,0.62,4,39.37
CUST_02170,51,Male,Austin,375,936,94.3,2.06,159,Electronics,1,0.22,Tablet,Afternoon,0.5,12,26.99
CUST_02171,53,Male,San Diego,464,36.21,51.92,3.8,50,Home,1,0.32,Desktop,Evening,0.68,5,52.38
CUST_02172,19,Female,Fort Worth,75,386.66,56.14,2.07,46,Electronics,0,0.22,Desktop,Evening,0.95,4,50.87
CUST_02173,32,Female,Austin,242,593.38,89.07,3.45,60,Electronics,0,0.08,Mobile,Afternoon,0.56,11,79.35
CUST_02174,51,Other,Los Angeles,1041,906.55,105.22,0.57,177,Home,2,0.58,Tablet,Morning,0.85,10,35.5
CUST_02175,53,Male,Austin,1713,437.85,66.76,0.66,34,Electronics,2,0.16,Mobile,Afternoon,0.79,7,41.05
CUST_02176,23,Female,Phoenix,1283,103.09,69.82,1.6,142,Sports,0,0.27,Mobile,Afternoon,0.75,13,56.88
CUST_02177,56,Other,Houston,123,1669.62,57.74,-0.17,164,Sports,0,0.13,Tablet,Afternoon,0.48,8,42.33
CUST_02178,59,Other,New York,1335,49.72,105.79,2.32,55,Home,2,0.28,Mobile,Morning,0.73,10,43.17
CUST_02179,68,Other,Columbus,111,732.67,91.42,1.24,58,Electronics,1,0.3,Tablet,Afternoon,0.81,9,54.7
CUST_02180,68,Female,Jacksonville,1280,45.27,47.13,2.75,152,Electronics,2,0.25,Tablet,Evening,0.55,13,37.62
CUST_02181,29,Female,San Diego,234,77.4,116.52,0.06,19,Clothing,1,0.16,Tablet,Afternoon,0.84,10,45.77
CUST_02182,20,Male,San Jose,968,1142.45,161.26,3.15,175,Beauty,1,0.22,Tablet,Evening,0.73,7,49.57
CUST_02183,62,Male,Jacksonville,497,699.33,30.01,2.09,85,Home,2,0.08,Mobile,Morning,0.84,9,57.28
CUST_02184,35,Other,Chicago,1064,227.47,83.72,2.91,147,Electronics,1,0.39,Desktop,Morning,0.61,13,39.96
CUST_02185,57,Other,Fort Worth,1146,509.06,36.34,1.83,142,Home,4,0.19,Desktop,Afternoon,0.74,8,29.7
CUST_02186,38,Female,Houston,1474,305.55,67.59,0.33,61,Clothing,0,0.67,Mobile,Afternoon,0.43,8,43.01
CUST_02187,32,Female,Houston,727,34.43,38.33,3.32,93,Home,1,0.28,Mobile,Evening,0.86,10,28.68
CUST_02188,50,Male,Phoenix,1822,638.5,111.76,2.75,13,Sports,0,0.46,Mobile,Morning,0.7,11,54.18
CUST_02189,52,Male,Chicago,1817,720.39,65.8,2.96,104,Electronics,0,0.08,Tablet,Afternoon,0.65,12,30.97
CUST_02190,43,Male,Dallas,1543,1069.98,100.27,2.13,148,Clothing,2,0.12,Mobile,Evening,0.49,10,26.81
CUST_02191,25,Female,Houston,92,388.96,79.31,3.84,177,Sports,0,0.44,Mobile,Morning,0.81,7,43.05
CUST_02192,53,Other,Columbus,1385,559.11,117.6,4.52,68,Beauty,0,0.26,Desktop,Afternoon,0.68,10,66.58
CUST_02193,65,Male,San Jose,1147,288.17,44.74,3.38,142,Beauty,1,0.07,Mobile,Afternoon,0.8,10,64.65
CUST_02194,47,Male,Charlotte,337,192.03,20.16,0.59,62,Home,1,0.26,Mobile,Evening,0.82,10,49.91
CUST_02195,40,Female,Austin,1632,265.26,60.53,2.25,170,Electronics,1,0.14,Tablet,Afternoon,0.81,10,28.78
CUST_02196,59,Male,Austin,513,1213.8,65.66,1.33,26,Beauty,1,0.14,Desktop,Afternoon,0.55,15,59.29
CUST_02197,61,Other,Houston,603,89.67,35.18,0.65,125,Clothing,0,0.22,Tablet,Morning,0.72,11,39.38
CUST_02198,31,Female,Philadelphia,428,142.84,85.73,1.88,60,Electronics,0,0.03,Desktop,Evening,0.7,7,49.53
CUST_02199,31,Male,Charlotte,1457,465.94,84.54,3.15,53,Clothing,1,0.28,Mobile,Afternoon,0.87,8,62.25
CUST_02200,19,Male,San Diego,7,61.81,108.33,1.57,166,Clothing,0,0.42,Mobile,Afternoon,0.81,10,25.34
CUST_02201,54,Female,Fort Worth,120,1112.19,100.87,1.42,116,Clothing,0,0.5,Tablet,Evening,0.94,7,43.52
CUST_02202,22,Female,San Antonio,387,24.19,62.52,1.7,162,Beauty,1,0.14,Desktop,Morning,0.94,9,29.8
CUST_02203,55,Male,Houston,1374,703.89,46.07,4.09,80,Home,0,0.17,Tablet,Evening,0.91,11,65.43
CUST_02204,62,Other,Houston,641,233.99,32.14,2.53,8,Beauty,1,0.38,Tablet,Morning,0.75,8,53.86
CUST_02205,58,Female,Phoenix,1715,26.26,70.07,1.29,106,Beauty,3,0.12,Desktop,Afternoon,0.8,4,34.23
CUST_02206,64,Other,San Jose,1122,925.53,69.63,3.75,109,Home,1,0.38,Desktop,Afternoon,0.74,8,49.25
CUST_02207,31,Male,Phoenix,1067,511.47,84.63,2.13,122,Sports,1,0.2,Tablet,Evening,0.7,12,43.25
CUST_02208,56,Other,Jacksonville,183,4.45,34.23,1.16,59,Clothing,1,0.29,Tablet,Morning,0.78,10,45.41
CUST_02209,42,Male,New York,697,155.67,78.51,1.51,61,Sports,2,0.35,Tablet,Afternoon,0.52,9,36.78
CUST_02210,37,Male,Fort Worth,565,216.97,88.19,1.18,105,Clothing,0,0.36,Desktop,Afternoon,0.84,14,66.95
CUST_02211,19,Male,San Diego,1764,194.73,58.79,1.87,67,Sports,1,0.08,Mobile,Evening,0.88,9,55.77
CUST_02212,56,Male,San Jose,1697,344.92,89.09,1.94,143,Clothing,1,0.26,Tablet,Morning,0.64,8,48.61
CUST_02213,23,Other,Fort Worth,1259,374.12,68.99,2.2,143,Home,1,0.32,Tablet,Morning,0.64,10,50.15
CUST_02214,34,Male,Phoenix,446,252.72,104.62,1.47,95,Home,0,0.32,Mobile,Evening,0.88,7,37.45
CUST_02215,42,Male,Chicago,200,201.56,110.84,2.62,31,Home,0,0.57,Tablet,Evening,0.76,11,54.72
CUST_02216,45,Other,Chicago,948,351,75.69,3.6,101,Electronics,2,0.54,Tablet,Morning,0.63,10,34.88
CUST_02217,19,Female,Houston,513,17.1,96.49,1.41,37,Clothing,1,0.39,Tablet,Morning,0.47,10,37.21
CUST_02218,52,Other,Jacksonville,1550,518.1,41.21,3.3,166,Home,0,0.21,Mobile,Evening,0.81,9,43.53
CUST_02219,54,Other,San Antonio,990,465.68,63.13,2.2,104,Sports,0,0.55,Mobile,Evening,0.84,13,67.04
CUST_02220,22,Other,Phoenix,213,163.71,84.18,1.85,15,Electronics,1,0.14,Tablet,Evening,0.71,7,47.35
CUST_02221,18,Male,New York,1402,98.93,63.82,2.74,53,Electronics,1,0.29,Tablet,Afternoon,0.61,8,57.7
CUST_02222,57,Male,Columbus,1813,37.89,68.06,2.5,142,Home,0,0.3,Mobile,Evening,0.58,20,51.72
CUST_02223,29,Male,Jacksonville,546,442.57,50.64,2.65,17,Beauty,0,0.35,Mobile,Evening,0.74,11,52.84
CUST_02224,53,Female,Fort Worth,486,420.71,118.31,1.31,3,Home,0,0.46,Mobile,Morning,0.87,15,65.48
CUST_02225,62,Male,Phoenix,1385,381.05,51.1,1,36,Beauty,0,0.32,Tablet,Evening,0.59,10,60.91
CUST_02226,40,Female,Columbus,1806,2120.9,94.28,-0.11,39,Home,0,0.13,Tablet,Morning,0.66,11,68.99
CUST_02227,64,Male,Phoenix,168,379.16,62.37,2.41,62,Clothing,1,0.1,Tablet,Afternoon,0.53,6,57.14
CUST_02228,48,Other,Philadelphia,890,639.69,90.53,1.09,67,Sports,2,0.57,Tablet,Evening,0.67,14,46.52
CUST_02229,28,Male,Columbus,931,59.91,59.29,1.43,144,Beauty,1,0.21,Tablet,Afternoon,0.7,12,20.15
CUST_02230,27,Female,San Antonio,1706,177.6,66.15,1.9,119,Beauty,1,0.8,Tablet,Afternoon,0.71,3,22.32
CUST_02231,20,Female,Phoenix,1618,161.1,85.09,0.77,175,Electronics,1,0.6,Desktop,Afternoon,0.88,12,26.55
CUST_02232,31,Male,Charlotte,1428,428.98,90.17,3.45,18,Beauty,1,0.34,Desktop,Afternoon,0.49,10,56.22
CUST_02233,33,Other,Fort Worth,828,200.85,96.96,1.73,85,Clothing,0,0.36,Mobile,Evening,0.92,14,72.26
CUST_02234,27,Male,Austin,137,512.31,75.72,2.55,166,Sports,2,0.12,Tablet,Evening,0.81,10,35.69
CUST_02235,46,Male,Columbus,1257,585.74,101.87,2.89,52,Beauty,1,0.52,Mobile,Afternoon,0.65,10,46.17
CUST_02236,27,Male,Los Angeles,115,17.14,80.81,0.21,145,Electronics,0,0.24,Mobile,Afternoon,0.42,10,21.99
CUST_02237,29,Other,Columbus,1276,510.49,71.25,1.65,38,Sports,0,0.14,Mobile,Evening,0.34,10,42.42
CUST_02238,47,Female,Los Angeles,1517,62.09,96.13,2.85,91,Beauty,1,0.26,Mobile,Evening,0.71,10,45.99
CUST_02239,58,Other,Fort Worth,1313,312.87,77.68,1.01,162,Clothing,3,0.35,Mobile,Morning,0.56,10,23.8
CUST_02240,18,Female,Houston,1073,648.37,80.95,2.33,72,Clothing,1,0.74,Tablet,Afternoon,0.96,9,37.32
CUST_02241,22,Female,New York,1476,607.59,50.31,1.12,80,Sports,0,0.2,Tablet,Afternoon,0.41,9,43.57
CUST_02242,37,Female,San Antonio,516,178.21,58.94,2.41,161,Electronics,3,0.41,Desktop,Morning,0.8,12,50.28
CUST_02243,25,Other,Fort Worth,688,158.98,85.19,1.46,14,Clothing,2,0.63,Mobile,Afternoon,0.77,12,42.7
CUST_02244,60,Male,New York,1020,290.11,52.93,2.09,72,Home,1,0.24,Tablet,Morning,0.8,10,41.62
CUST_02245,29,Male,Chicago,1296,104.54,75.71,3.29,102,Home,1,0.22,Tablet,Evening,0.79,10,65.99
CUST_02246,18,Male,San Jose,1455,1838.46,27.57,2.72,18,Beauty,2,0.24,Mobile,Morning,0.47,13,73.21
CUST_02247,37,Male,San Antonio,1050,211.5,122.63,1.28,74,Clothing,0,0.32,Tablet,Evening,0.54,10,40.89
CUST_02248,45,Male,Austin,1094,1281.93,91.86,2.54,84,Home,1,0.22,Desktop,Afternoon,0.75,11,63.52
CUST_02249,60,Other,Jacksonville,293,1194.43,63.77,2.4,81,Beauty,0,0.39,Desktop,Morning,0.87,15,59.93
CUST_02250,54,Other,Jacksonville,1430,226.95,112.69,3.18,25,Beauty,0,0.24,Mobile,Evening,0.54,8,55.81
CUST_02251,64,Other,Philadelphia,1258,146.57,52.7,2.1,176,Beauty,1,0.59,Tablet,Morning,0.85,7,31.33
CUST_02252,54,Other,Charlotte,231,736.66,60.97,2.06,3,Electronics,1,0.4,Tablet,Evening,0.31,11,58.4
CUST_02253,29,Other,Charlotte,1287,130.28,87.69,2.8,144,Beauty,1,0.08,Mobile,Morning,0.95,6,42.72
CUST_02254,54,Other,San Antonio,938,368.28,98.28,2.82,128,Electronics,1,0.1,Tablet,Evening,0.73,10,56.18
CUST_02255,66,Other,Phoenix,1822,58.65,60.69,5.37,76,Home,1,0.68,Tablet,Morning,0.97,14,71.08
CUST_02256,66,Male,San Diego,1610,243.82,86.47,3.55,80,Beauty,1,0.1,Mobile,Morning,0.85,15,49.68
CUST_02257,61,Female,Philadelphia,1145,40.69,83.41,2.03,118,Home,1,0.46,Tablet,Afternoon,0.67,14,23.91
CUST_02258,45,Other,Jacksonville,1487,166.65,74.37,1.92,112,Clothing,1,0.01,Tablet,Afternoon,0.8,17,58.3
CUST_02259,64,Female,Houston,518,547.25,61.43,1.26,106,Electronics,0,0.07,Desktop,Evening,0.87,5,34.29
CUST_02260,32,Other,Columbus,1048,2372.63,96.06,0.51,136,Home,1,0.56,Desktop,Evening,0.77,6,36.26
CUST_02261,23,Other,Austin,706,147.06,24.62,2.12,94,Beauty,1,0.25,Tablet,Morning,0.61,10,44.06
CUST_02262,61,Male,New York,1704,320.58,78.48,-0.13,98,Home,0,0.24,Tablet,Evening,0.47,14,42.26
CUST_02263,37,Female,Los Angeles,377,297.15,57.91,3.98,137,Beauty,1,0.12,Tablet,Afternoon,0.57,14,68.62
CUST_02264,67,Male,Jacksonville,1524,101.76,71.96,1.2,176,Sports,0,0.11,Mobile,Evening,0.94,10,66.04
CUST_02265,31,Male,Philadelphia,437,470.89,57.65,3.3,47,Electronics,3,0.19,Tablet,Afternoon,0.67,12,47.13
CUST_02266,19,Female,Houston,853,644.96,44.83,1.89,175,Clothing,0,0.44,Desktop,Afternoon,0.81,9,20.58
CUST_02267,26,Male,Chicago,1746,79.63,58.86,2.58,142,Home,3,0.69,Tablet,Afternoon,0.85,9,56.42
CUST_02268,54,Other,San Antonio,1669,707.6,61.13,0.74,44,Home,1,0.22,Tablet,Evening,0.88,12,50.44
CUST_02269,37,Other,San Antonio,970,602.26,69.21,2.59,1,Sports,1,0.11,Tablet,Morning,0.75,6,60.69
CUST_02270,43,Other,Los Angeles,499,109.91,74.7,2.14,57,Beauty,0,0.37,Tablet,Evening,0.73,13,36.19
CUST_02271,46,Other,San Diego,1198,523.41,90.67,3.97,165,Clothing,0,0.5,Desktop,Afternoon,0.32,13,23.23
CUST_02272,18,Other,Charlotte,1687,250.17,112.05,0.74,2,Beauty,2,0.19,Desktop,Afternoon,0.66,8,35.28
CUST_02273,52,Male,Charlotte,600,571.5,76.69,0.69,112,Beauty,1,0.52,Tablet,Afternoon,0.78,5,31.97
CUST_02274,23,Male,Austin,1533,342.69,48.9,0.99,96,Home,0,0.11,Desktop,Evening,0.87,9,39.91
CUST_02275,54,Other,New York,778,24.67,94.39,-0.02,93,Home,0,0.15,Mobile,Afternoon,0.71,11,48
CUST_02276,22,Other,Austin,1334,773.15,81.63,1.17,42,Home,0,0.34,Mobile,Evening,0.78,8,56.35
CUST_02277,50,Male,San Jose,70,405.52,50.06,1.06,3,Electronics,1,0.15,Desktop,Evening,0.87,6,68.74
CUST_02278,66,Female,San Antonio,205,645.12,76.89,1.98,170,Electronics,2,0.39,Mobile,Afternoon,0.93,12,36.66
CUST_02279,68,Male,San Jose,341,67.38,91.9,2.05,85,Home,0,0.22,Desktop,Afternoon,0.8,8,39.38
CUST_02280,31,Male,Jacksonville,1056,638.76,53.87,0.52,48,Beauty,0,0.16,Mobile,Morning,0.93,11,76.13
CUST_02281,29,Male,New York,1067,266.93,60.89,3.21,19,Clothing,1,0.08,Tablet,Morning,0.81,7,63.11
CUST_02282,59,Male,Fort Worth,118,802.89,76.89,2.59,84,Clothing,2,0.12,Desktop,Evening,0.53,9,42.74
CUST_02283,37,Male,Jacksonville,889,457.1,67.73,2.94,172,Beauty,0,0.18,Desktop,Evening,0.92,10,53.79
CUST_02284,67,Female,Charlotte,15,219.18,36.31,3.21,144,Sports,0,0.38,Desktop,Morning,0.37,7,20.83
CUST_02285,41,Other,Columbus,1346,112.77,133.62,1.04,65,Beauty,2,0.16,Mobile,Afternoon,0.71,8,49.45
CUST_02286,60,Other,Chicago,911,846.2,59.94,1.44,149,Clothing,2,0.26,Tablet,Evening,0.85,12,43.83
CUST_02287,51,Female,Chicago,627,410.71,57.49,2.4,177,Sports,0,0.28,Tablet,Afternoon,0.75,15,56.55
CUST_02288,42,Other,San Jose,1361,2189.74,65.56,3.31,24,Sports,0,0.42,Mobile,Afternoon,0.64,7,61.89
CUST_02289,67,Other,Columbus,1556,233.79,72.2,2.33,126,Clothing,2,0.27,Mobile,Evening,0.7,5,33.92
CUST_02290,46,Other,Los Angeles,690,578.73,82.76,2.01,129,Sports,2,0.32,Tablet,Evening,0.54,11,17.22
CUST_02291,56,Female,Columbus,774,487.52,48,1.35,170,Electronics,3,0.12,Desktop,Afternoon,0.92,14,39.89
CUST_02292,48,Female,San Jose,1615,507.48,106.16,0.7,144,Home,0,0.25,Mobile,Afternoon,0.72,7,15.51
CUST_02293,64,Other,Fort Worth,1405,667.76,39.15,3.18,72,Sports,1,0.1,Mobile,Morning,0.83,9,57.99
CUST_02294,60,Other,Phoenix,1535,74.89,63.58,1.65,147,Sports,3,0.17,Tablet,Afternoon,0.83,8,40.35
CUST_02295,67,Other,Houston,913,398.86,93.84,2.08,164,Electronics,0,0.06,Mobile,Morning,0.67,14,55.48
CUST_02296,40,Male,Fort Worth,120,355.79,92.29,3.72,179,Electronics,0,0.4,Mobile,Afternoon,0.52,8,30.4
CUST_02297,61,Male,Philadelphia,26,209.68,5.07,1.67,78,Beauty,0,0.47,Tablet,Evening,0.83,12,50.25
CUST_02298,55,Male,Los Angeles,1558,286.48,73.2,2.1,25,Clothing,1,0.64,Tablet,Morning,0.69,12,47.06
CUST_02299,37,Female,Columbus,1737,365.75,76.08,1.56,152,Beauty,1,0.32,Mobile,Morning,0.81,17,33.43
CUST_02300,40,Other,Houston,64,193.51,80.61,0.73,63,Clothing,1,0.64,Desktop,Morning,0.65,10,30.19
CUST_02301,62,Female,Jacksonville,460,173.47,59.65,2.36,158,Electronics,2,0.63,Mobile,Morning,0.71,12,28.18
CUST_02302,69,Female,San Antonio,1750,670.23,68.41,0.07,157,Home,1,0.26,Desktop,Afternoon,0.91,7,43.22
CUST_02303,33,Female,New York,314,34.63,87.69,3.48,112,Clothing,2,0.29,Tablet,Afternoon,0.79,9,50.64
CUST_02304,67,Other,Fort Worth,805,187.68,93.43,-0.03,137,Clothing,2,0.3,Tablet,Morning,0.45,11,8.12
CUST_02305,59,Male,Austin,1614,530.24,38.88,1.75,165,Electronics,0,0.34,Tablet,Evening,0.96,10,64.25
CUST_02306,25,Other,Chicago,1240,117.09,86.42,1.5,108,Sports,1,0.38,Tablet,Evening,0.85,7,40.14
CUST_02307,67,Other,New York,1480,424.63,83.55,3.15,123,Beauty,1,0.11,Desktop,Evening,0.92,9,82.18
CUST_02308,38,Female,Los Angeles,986,179.89,95.93,1.31,84,Home,1,0.28,Mobile,Afternoon,0.6,7,31.7
CUST_02309,18,Female,Dallas,736,926.72,53.19,0.44,97,Clothing,1,0.32,Tablet,Evening,0.95,7,50.96
CUST_02310,25,Female,San Jose,889,215.38,85.9,0.72,155,Sports,1,0.18,Tablet,Morning,0.52,8,49.2
CUST_02311,46,Male,Phoenix,1564,130.37,28.12,-0.08,115,Electronics,1,0.55,Tablet,Morning,0.67,9,13.87
CUST_02312,49,Male,Fort Worth,982,377.62,65.63,2.91,151,Clothing,0,0.17,Tablet,Afternoon,0.83,10,38.31
CUST_02313,55,Male,Houston,1737,72.89,66.82,3.87,156,Sports,0,0.18,Desktop,Afternoon,0.61,10,52.86
CUST_02314,22,Other,Jacksonville,579,798.47,76.96,3.25,80,Beauty,1,0.22,Desktop,Morning,0.49,9,41.92
CUST_02315,64,Female,Houston,1497,569.76,93.11,2.08,102,Electronics,1,0.43,Mobile,Afternoon,0.61,10,23.95
CUST_02316,39,Other,San Diego,1383,735.95,47.62,2.37,16,Sports,7,0.41,Desktop,Evening,0.91,2,7.93
CUST_02317,64,Male,Jacksonville,1150,254.48,105.02,1.69,100,Sports,2,0.17,Mobile,Afternoon,0.3,7,35.28
CUST_02318,51,Female,Chicago,972,900.92,16.28,1.48,69,Clothing,0,0.11,Tablet,Afternoon,0.77,12,50.75
CUST_02319,18,Male,Charlotte,861,340.16,32.78,2.53,63,Beauty,0,0.05,Tablet,Evening,0.85,13,83.12
CUST_02320,43,Female,Jacksonville,707,49.74,98.52,0.71,105,Electronics,0,0.53,Mobile,Morning,0.74,16,33.86
CUST_02321,60,Female,Jacksonville,1710,126.82,77.6,2.58,100,Electronics,1,0.07,Tablet,Evening,0.66,13,54.93
CUST_02322,27,Other,Houston,1111,620.76,117.67,1.99,158,Beauty,2,0.28,Mobile,Evening,0.84,13,35.21
CUST_02323,47,Other,Los Angeles,1367,1133.72,94.15,2.7,56,Home,3,0.4,Desktop,Afternoon,0.83,10,38.01
CUST_02324,67,Male,Philadelphia,395,50.01,75.31,2.55,147,Clothing,0,0.33,Mobile,Morning,0.65,11,35.15
CUST_02325,35,Other,Jacksonville,484,998.34,62.7,0.81,173,Sports,2,0.12,Desktop,Afternoon,0.51,14,36.81
CUST_02326,34,Other,Dallas,666,802.4,59.31,2.79,129,Clothing,1,0.2,Tablet,Morning,0.95,10,50.05
CUST_02327,43,Other,Jacksonville,456,220.46,84.18,3.56,104,Beauty,0,0.38,Desktop,Afternoon,0.96,15,65.77
CUST_02328,25,Female,Houston,1500,584.43,60.46,2.81,81,Sports,1,0.15,Desktop,Evening,0.96,15,78.45
CUST_02329,64,Other,Austin,210,103.48,81.24,1.11,49,Home,1,0.35,Mobile,Afternoon,0.73,10,26.43
CUST_02330,57,Male,Philadelphia,525,839.38,58.11,2.91,40,Beauty,0,0.09,Tablet,Afternoon,0.58,12,68.28
